Frame,Eye State,Pupil Position,Driving Status,Head Rotation,Head Front Tilt,Head Side Tilt
8936,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8937,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8938,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8939,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8940,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
8941,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
8942,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
8943,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
8944,Open,Center,Focus,Center,Straight Front Ahead,Straight
8945,Open,Center,Focus,Center,Straight Front Ahead,Straight
8946,Open,Center,Focus,Center,Straight Front Ahead,Straight
8947,Open,Center,Focus,Center,Straight Front Ahead,Straight
8948,Open,Center,Focus,Center,Straight Front Ahead,Straight
8949,Open,Center,Focus,Center,Straight Front Ahead,Straight
8950,Open,Center,Focus,Center,Straight Front Ahead,Straight
8951,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8952,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8953,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8954,Open,Center,Focus,Center,Straight Front Ahead,Straight
8955,Open,Center,Focus,Center,Straight Front Ahead,Straight
8956,Open,Center,Focus,Center,Straight Front Ahead,Straight
8957,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8958,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8959,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8960,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
8961,Closed,Center,Distracted,Center,Straight Front Ahead,Head Top Left & Neck Right
8962,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8963,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8964,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8965,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8966,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8967,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8968,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8969,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8970,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8971,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8972,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8973,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8974,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8975,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8976,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8977,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8978,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8979,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8980,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8981,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8982,Open,Left,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8983,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8984,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8985,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8986,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8987,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8988,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8989,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8990,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8991,Open,Center,Focus,Center,Straight Front Ahead,Straight
8992,Open,Center,Focus,Center,Straight Front Ahead,Straight
8993,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8994,Open,Center,Focus,Center,Straight Front Ahead,Straight
8995,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8996,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8997,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8998,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8999,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9000,Open,Center,Focus,Center,Straight Front Ahead,Straight
9001,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9002,Open,Center,Focus,Center,Straight Front Ahead,Straight
9003,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9004,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9005,Open,Center,Focus,Center,Straight Front Ahead,Straight
9006,Open,Center,Focus,Center,Straight Front Ahead,Straight
9007,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9008,Open,Center,Focus,Center,Straight Front Ahead,Straight
9009,Open,Center,Focus,Center,Straight Front Ahead,Straight
9010,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9011,Open,Center,Focus,Center,Straight Front Ahead,Straight
9012,Open,Center,Focus,Center,Straight Front Ahead,Straight
9013,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
9014,Open,Center,Focus,Center,Straight Front Ahead,Straight
9015,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9016,Open,Center,Focus,Center,Straight Front Ahead,Straight
9017,Open,Center,Focus,Center,Straight Front Ahead,Straight
9018,Open,Center,Focus,Center,Straight Front Ahead,Straight
9019,Open,Center,Focus,Center,Straight Front Ahead,Straight
9020,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9021,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9022,Open,Center,Focus,Center,Straight Front Ahead,Straight
9023,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9024,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9025,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9026,Open,Center,Focus,Center,Straight Front Ahead,Straight
9027,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9028,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9029,Open,Center,Focus,Center,Straight Front Ahead,Straight
9030,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9031,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9032,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9033,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9034,Open,Center,Focus,Center,Straight Front Ahead,Straight
9035,Open,Center,Focus,Center,Straight Front Ahead,Straight
9036,Open,Center,Focus,Center,Straight Front Ahead,Straight
9037,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9038,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9039,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9040,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9041,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9042,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9043,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9044,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9045,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9046,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9047,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9048,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9049,Open,Center,Focus,Center,Straight Front Ahead,Straight
9050,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9051,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9052,Open,Left,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9053,Open,Left,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9054,Open,Left,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
9055,Open,Left,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
9056,Open,Left,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
9057,Open,Left,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
9058,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
9059,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9060,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
9061,Open,Center,Focus,Center,Straight Front Ahead,Straight
9062,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9063,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9064,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9065,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9066,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9067,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9068,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9069,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9070,Open,Center,Focus,Center,Straight Front Ahead,Straight
9071,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9072,Open,Center,Focus,Center,Straight Front Ahead,Straight
9073,Open,Center,Focus,Center,Straight Front Ahead,Straight
9074,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9075,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9076,Open,Center,Focus,Center,Straight Front Ahead,Straight
9077,Open,Center,Focus,Center,Straight Front Ahead,Straight
9078,Open,Center,Focus,Center,Straight Front Ahead,Straight
9079,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9080,Open,Center,Focus,Center,Straight Front Ahead,Straight
9081,Open,Center,Focus,Center,Straight Front Ahead,Straight
9082,Open,Center,Focus,Center,Straight Front Ahead,Straight
9083,Open,Center,Focus,Center,Straight Front Ahead,Straight
9084,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9085,Open,Center,Focus,Center,Straight Front Ahead,Straight
9086,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9087,Open,Center,Focus,Center,Straight Front Ahead,Straight
9088,Open,Center,Focus,Center,Straight Front Ahead,Straight
9089,Open,Center,Focus,Center,Straight Front Ahead,Straight
9090,Open,Center,Focus,Center,Straight Front Ahead,Straight
9091,Open,Center,Focus,Center,Straight Front Ahead,Straight
9092,Open,Center,Focus,Center,Straight Front Ahead,Straight
9093,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9094,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9095,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
9096,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
9097,Closed,Center,Distracted,Center,Straight Front Ahead,Head Top Left & Neck Right
9098,Open,Center,Focus,Center,Straight Front Ahead,Straight
9099,Open,Center,Focus,Center,Straight Front Ahead,Straight
9100,Open,Center,Focus,Center,Straight Front Ahead,Straight
9101,Open,Center,Focus,Center,Straight Front Ahead,Straight
9102,Open,Center,Focus,Center,Straight Front Ahead,Straight
9103,Open,Center,Focus,Center,Straight Front Ahead,Straight
9104,Open,Center,Focus,Center,Straight Front Ahead,Straight
9105,Open,Center,Focus,Center,Straight Front Ahead,Straight
9106,Open,Center,Focus,Center,Straight Front Ahead,Straight
9107,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
9108,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
9109,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
9110,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9111,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9112,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
9113,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9114,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9115,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9116,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9117,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9118,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9119,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9120,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9121,Open,Center,Focus,Center,Straight Front Ahead,Straight
9122,Open,Center,Focus,Center,Straight Front Ahead,Straight
9123,Open,Center,Focus,Center,Straight Front Ahead,Straight
9124,Open,Center,Focus,Center,Straight Front Ahead,Straight
9125,Open,Center,Focus,Center,Straight Front Ahead,Straight
9126,Open,Center,Focus,Center,Straight Front Ahead,Straight
9127,Open,Center,Focus,Center,Straight Front Ahead,Straight
9128,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
9129,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
9130,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
9131,Open,Center,Focus,Center,Straight Front Ahead,Straight
9132,Open,Center,Focus,Center,Straight Front Ahead,Head Top Right & Neck Left
9133,Open,Center,Focus,Center,Back Tilt,Head Top Right & Neck Left
9134,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
9135,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
9136,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
9137,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
9138,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
9139,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
9140,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
9141,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
9142,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
9143,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
9144,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
9145,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
9146,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
9147,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
9148,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
9149,Open,Center,Focus,Center,Extreme Back Tilt,Head Top Left & Neck Right
9150,Open,Center,Focus,Center,Extreme Back Tilt,Head Top Left & Neck Right
9151,Open,Center,Focus,Center,Extreme Back Tilt,Head Top Left & Neck Right
9152,Open,Center,Focus,Center,Extreme Back Tilt,Head Top Left & Neck Right
9153,Open,Center,Focus,Center,Extreme Back Tilt,Head Top Left & Neck Right
9154,Open,Center,Focus,Center,Extreme Back Tilt,Head Top Left & Neck Right
9155,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
9156,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
9157,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
9158,Open,Center,Focus,Center,Straight Front Ahead,Straight
9159,Open,Center,Focus,Center,Straight Front Ahead,Straight
9160,Open,Center,Focus,Center,Straight Front Ahead,Straight
9161,Open,Center,Focus,Center,Straight Front Ahead,Straight
9162,Open,Center,Focus,Center,Straight Front Ahead,Straight
9163,Open,Center,Focus,Center,Straight Front Ahead,Straight
9164,Open,Center,Focus,Center,Straight Front Ahead,Straight
9165,Open,Center,Focus,Center,Straight Front Ahead,Straight
9166,Open,Center,Focus,Center,Straight Front Ahead,Straight
9167,Open,Center,Focus,Center,Straight Front Ahead,Straight
9168,Open,Center,Focus,Center,Straight Front Ahead,Straight
9169,Open,Center,Focus,Center,Straight Front Ahead,Straight
9170,Open,Center,Focus,Center,Straight Front Ahead,Straight
9171,Open,Center,Focus,Center,Straight Front Ahead,Straight
9172,Open,Center,Focus,Center,Straight Front Ahead,Straight
9173,Open,Center,Focus,Center,Straight Front Ahead,Straight
9174,Open,Center,Focus,Center,Straight Front Ahead,Straight
9175,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
9176,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
9177,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
9178,Open,Center,Focus,Center,Straight Front Ahead,Straight
9179,Open,Center,Focus,Center,Straight Front Ahead,Straight
